Inspecting Command,Inspecting Organization,Inspecting Organization Description,Inspected Command,Inspected Organization,Inspected Organization Description,Inspection Type,Inspection Name,Inspection Note,Start Inspection Date,End Inspection Date,Publish Date,Corrective Action Suspense Date,Deficiency Close Date,Deficiency Fix Rate (# of days),Deficiency Tracking Number,Deficiency Description,Functional Area,Impact,Deficiency Status,Item Category,Item Index and Item Name,Deficiency Severity,OPR,OCR,MAJCOM FAM OPR,HHQ,Repeat,Unit Identified,PFW&A,Reference,Countermeasure ECD,Countermeasure OPR,Countermeasure Status,Countermeasure Text,Assigned Root Cause (RC),Primary or Contributing RC?,RC Deficiency Code(s) (AFI 90-201)
AFSPC,144 FW,129 RQW,ANG,Unit 75,Unit 75,UEI,enim blandit mi in,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,2/2/2015,4/13/2015,1/29/2014,12/17/2014,9/7/2015,159,223.20.123.209,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",A3,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,Open,SUB-CATEGORY,1.1.4.1 Root Casue Name,Significant,Dennis Green,Jerry Payne,,TRUE,TRUE,FALSE,TRUE,362-13-8589,5/8/2015,Earl Richardson,Complete,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,et magnis dis parturient montes nascetur ridiculus mus,Contributing,LS5 Physical working conditions not conducive to productivity 
AMW,195 W,146 AMW,ANG,Unit 56,Unit 56,CCIP,orci pede venenatis non,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,7/19/2014,4/4/2014,9/8/2015,6/14/2015,3/25/2015,152,72.186.123.141,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,A8,vulputate elementum nullam varius nulla facilisi cras non velit nec,Proposed,SUB-CATEGORY,1.1.1.2 Root Casue Name,Significant,Paula Ray,Pamela Ramos,,TRUE,TRUE,TRUE,TRUE,790-70-9703,4/14/2015,Howard Lawson,Not Started,nunc nisl duis bibendum felis sed interdum venenatis turpis enim,nunc nisl duis bibendum felis sed interdum venenatis,Contributing,LS6 Ops Tempo/Workload 
AFSPC,129 RQW,144 FW,ANG,Unit 40,Unit 40,CCIP,etiam vel augue,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,10/25/2014,8/17/2014,5/19/2015,8/11/2015,11/7/2015,458,30.223.67.160,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,A8,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,Implemented,SUB-CATEGORY,1.1.2.1 Root Casue Name,Minor,Kelly Holmes,Diana Daniels,,FALSE,FALSE,FALSE,TRUE,776-55-4395,8/18/2015,Kathy Jenkins,Complete,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,vestibulum ante ipsum primis in faucibus orci luctus,Contributing,LS7 Unit incorrectly prioritized available resources 
ACC,163 RW,163 RW,ANG,Unit 25,Unit 25,CCIP,vestibulum ante ipsum primis in,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,11/17/2014,11/10/2014,3/20/2014,10/19/2015,10/18/2015,678,223.66.218.0,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",A7,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,Cancelled,SUB-CATEGORY,1.4.2.4 Root Casue Name,Minor,Albert Ryan,Kathy Bishop,,FALSE,FALSE,FALSE,TRUE,734-01-1437,10/29/2015,Julia Taylor,In Progress,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,lacus at velit vivamus vel nulla eget,Contributing,LS8 Unit failed to adequately program resources 
AFSPC,144 FW,129 RQW,ANG,Unit 89,Unit 89,CCIP,donec pharetra magna vestibulum aliquet,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,7/30/2015,1/9/2014,2/27/2014,6/22/2015,11/12/2015,184,144.234.125.100,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",A1,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,Open,SUB-CATEGORY,1.2.2.1 Root Casue Name,Critcal,Cheryl Burns,Dennis Oliver,,FALSE,FALSE,TRUE,TRUE,191-03-4104,5/3/2015,Kathryn Lane,Complete,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,cubilia curae mauris viverra diam vitae,Contributing,RS1 Program shortfall (Air Force level) 
ACC,146 AMW,146 AMW,ANG,Unit 97,Unit 97,UEI,cras pellentesque volutpat,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,5/23/2015,4/16/2014,3/26/2015,12/1/2014,4/3/2015,483,4.20.109.232,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,SE,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,Pending,SUB-CATEGORY,1.1.1.4 Root Casue Name,Critcal,Kathryn Fisher,Peter Daniels,,FALSE,TRUE,FALSE,FALSE,740-36-4994,2/20/2015,Lawrence Berry,In Progress,rutrum neque aenean auctor gravida sem praesent id massa id nisl,pede ac diam cras pellentesque volutpat dui maecenas,Contributing,RS2 Program shortfall (MAJCOM level) 
ACC,146 AMW,144 FW,ANG,Unit 8,Unit 8,CCIP,in tempor turpis nec euismod,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,9/9/2015,1/16/2014,9/6/2015,9/21/2015,9/21/2015,637,149.26.197.91,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,A6,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,Proposed,SUB-CATEGORY,1.1.3.2 Root Casue Name,Minor,Lisa Fernandez,Wayne Greene,,TRUE,TRUE,FALSE,TRUE,818-89-6150,5/4/2015,Sandra Watkins,Not Started,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,at nulla suspendisse potenti cras in purus eu magna,Contributing,RS3 Program shortfall (wing/installation level) 
ACC,144 FW,129 RQW,ANG,Unit 76,Unit 76,CCIP,integer tincidunt ante vel,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,10/19/2015,8/24/2015,5/7/2014,10/2/2015,5/27/2015,455,56.33.67.248,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",SE,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,Accepted,SUB-CATEGORY,1.2.2.2 Root Casue Name,Critcal,Richard Wheeler,Joseph Gibson,,FALSE,FALSE,FALSE,FALSE,948-85-0065,4/26/2015,Amy Hayes,Not Started,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,risus auctor sed tristique in tempus sit amet,Contributing,RS4 Parent unit withheld funding 
AETC,144 FW,146 AMW,ANG,Unit 77,Unit 77,CCIP,ante vestibulum ante ipsum primis,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,11/5/2015,5/17/2014,10/3/2014,6/26/2015,5/2/2015,495,133.23.71.30,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,A8,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,Closed,SUB-CATEGORY,1.2.3.1 Root Casue Name,Significant,Paula Reynolds,Rachel Snyder,,FALSE,TRUE,TRUE,TRUE,695-02-9113,3/5/2015,Jacqueline Shaw,Complete,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,sapien cursus vestibulum proin eu,Primary,RS5 Assigned personnel less than accepted CONUS/OCONUS manning averages 
AETC,146 AMW,146 AMW,ANG,Unit 96,Unit 96,CCIP,tempus semper est,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,9/25/2014,2/14/2015,6/13/2014,10/22/2015,1/3/2015,418,199.124.162.236,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",A8,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,Cancelled,SUB-CATEGORY,1.4.3.3 Root Casue Name,Critcal,Steve Willis,Doris Pierce,,TRUE,TRUE,TRUE,TRUE,197-96-4743,9/28/2015,Clarence Morales,Not Started,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,rhoncus sed vestibulum sit amet cursus,Primary,RS6 Insufficient personnel due to TDY/deployment 
AFSPC,129 RQW,163 RW,ANG,Unit 34,Unit 34,CCIP,in libero ut massa,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,6/6/2014,4/24/2015,6/11/2014,12/8/2014,8/31/2015,327,31.248.8.11,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",A3,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,Pending,SUB-CATEGORY,1.4.1.1 Root Casue Name,Minor,Nicholas Brown,Nancy Mason,,TRUE,FALSE,FALSE,TRUE,240-74-2596,2/5/2015,Dennis Gilbert,In Progress,dui nec nisi volutpat eleifend donec ut dolor morbi vel,luctus et ultrices posuere cubilia curae donec,Primary,RS7 Insufficient personnel due to medical profile 
AFSPC,144 FW,146 AMW,ANG,Unit 73,Unit 73,CCIP,morbi porttitor lorem id,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,11/27/2013,12/28/2014,11/3/2015,12/10/2014,4/23/2015,99,172.97.63.226,Sed ante. Vivamus tortor. Duis mattis egestas metus.,A10,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,Open,SUB-CATEGORY,1.3.2.1 Root Casue Name,Minor,Wayne Parker,Gloria Henry,,FALSE,TRUE,FALSE,FALSE,310-77-1172,9/5/2015,Jimmy Fisher,Not Started,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,ante ipsum primis in faucibus orci luctus et,Primary,RS8 Insufficient personnel due to validated installation augmentee requirements shortfall 
ACC,144 FW,163 RW,ANG,Unit 52,Unit 52,CCIP,vel enim sit amet nunc,curabitur in libero ut massa volutpat convallis morbi odio odio,9/19/2015,4/16/2014,11/2/2014,1/4/2015,8/6/2015,633,191.36.60.234,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",SG,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,Accepted,SUB-CATEGORY,1.4.4.2 Root Casue Name,Critcal,Sara Murray,Shawn Hunt,,FALSE,TRUE,FALSE,FALSE,634-30-3269,11/3/2015,Theresa Vasquez,In Progress,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,neque aenean auctor gravida sem praesent id,Primary,RS9 Awaiting security clearance 
AETC,146 AMW,146 AMW,ANG,Unit 25,Unit 25,UEI,cursus urna ut tellus,purus phasellus in felis donec semper sapien a libero nam dui,8/16/2015,5/14/2015,3/11/2015,9/12/2015,6/28/2015,238,247.74.41.102,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",A6,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,Implemented,SUB-CATEGORY,1.2.3.1 Root Casue Name,Significant,Dorothy Morales,Ann Phillips,,TRUE,TRUE,FALSE,FALSE,364-07-0133,7/16/2015,Maria Hughes,Not Started,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,turpis donec posuere metus vitae ipsum aliquam non mauris,Primary,RS10 Awaiting resupply 
AMW,163 RW,195 W,ANG,Unit 5,Unit 5,UEI,blandit non interdum in,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,5/10/2014,11/20/2013,11/3/2014,5/2/2015,6/14/2015,303,112.167.247.235,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,SE,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,Closed,SUB-CATEGORY,1.2.2.2 Root Casue Name,Significant,Catherine Ramos,Anthony Campbell,,FALSE,FALSE,TRUE,TRUE,752-04-5836,4/20/2015,Andrew Brown,In Progress,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,euismod scelerisque quam turpis adipiscing lorem,Primary,RS11 Not requisitioned 
AETC,144 FW,129 RQW,ANG,Unit 73,Unit 73,CCIP,maecenas pulvinar lobortis est phasellus,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,5/14/2014,1/24/2014,3/4/2015,12/23/2014,1/6/2015,629,144.202.230.102,In congue. Etiam justo. Etiam pretium iaculis justo.,A2,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,Cancelled,SUB-CATEGORY,1.1.4.3 Root Casue Name,Critcal,Raymond Elliott,Cynthia Little,,TRUE,TRUE,FALSE,FALSE,765-94-8070,11/7/2015,Larry Matthews,Complete,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum,Primary,RS12 Maintenance 
AFSPC,144 FW,195 W,ANG,Unit 40,Unit 40,UEI,aliquam convallis nunc proin,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,3/21/2014,1/15/2014,4/24/2015,10/26/2015,12/14/2014,373,160.14.174.72,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",SG,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,Pending,SUB-CATEGORY,1.2.3.1 Root Casue Name,Minor,Sara Duncan,John Berry,,FALSE,TRUE,FALSE,FALSE,476-08-1961,7/24/2015,Fred Tucker,Not Started,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,vulputate vitae nisl aenean lectus,Contributing,RS13 Deployed 
AMW,163 RW,195 W,ANG,Unit 83,Unit 83,CCIP,amet sem fusce consequat nulla,pede lobortis ligula sit amet eleifend pede libero quis orci,2/25/2014,8/27/2014,2/2/2015,5/6/2015,4/1/2015,631,136.235.120.187,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,A3,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,Implemented,SUB-CATEGORY,1.2.2.3 Root Casue Name,Minor,Carl Simpson,Melissa Johnson,,TRUE,FALSE,TRUE,TRUE,981-32-5693,3/7/2015,Keith Pierce,In Progress,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,aliquam sit amet diam in magna,Contributing,RS14 Insufficient personnel due to PRP certification/requirements 
AMW,129 RQW,146 AMW,ANG,Unit 62,Unit 62,UEI,iaculis justo in,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,9/2/2014,2/16/2015,11/16/2013,3/30/2015,11/25/2014,319,136.83.23.129,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",A7,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id,Implemented,SUB-CATEGORY,1.4.2.4 Root Casue Name,Critcal,Heather Miller,Anne Fisher,,FALSE,FALSE,FALSE,FALSE,203-37-0216,10/14/2015,Jonathan Sims,Complete,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,lacus morbi quis tortor id nulla,Primary,SE1 Flight Safety Program management inadequate 
AETC,129 RQW,195 W,ANG,Unit 36,Unit 36,UEI,hac habitasse platea dictumst,odio odio elementum eu interdum eu tincidunt in leo maecenas,8/16/2014,5/29/2014,12/4/2013,10/5/2015,9/10/2015,361,124.162.218.221,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",A1,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,Pending,SUB-CATEGORY,1.4.2.1 Root Casue Name,Significant,Judy Gomez,Louise Adams,,TRUE,TRUE,TRUE,FALSE,870-13-4626,7/19/2015,Raymond Lewis,In Progress,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,massa donec dapibus duis at velit eu est,Contributing,SE2 Selected aspects of flight safety program not effectively implemented
AMW,129 RQW,146 AMW,ANG,Unit 68,Unit 68,CCIP,nibh in hac habitasse,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,1/6/2014,1/6/2015,10/3/2014,12/5/2014,1/3/2015,538,153.81.15.8,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",A3,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,Cancelled,SUB-CATEGORY,1.2.3.4 Root Casue Name,Critcal,Earl Snyder,Douglas Hall,,TRUE,TRUE,FALSE,TRUE,304-04-5934,8/27/2015,Angela Larson,In Progress,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,ante vivamus tortor duis mattis egestas metus,Contributing,SE3 Flight Safety Supervisory support inadequate 
AFSPC,144 FW,163 RW,ANG,Unit 43,Unit 43,CCIP,nulla eget eros,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,1/24/2015,2/24/2015,10/24/2015,10/28/2015,6/19/2015,582,182.30.20.255,Phasellus in felis. Donec semper sapien a libero. Nam dui.,SG,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,Open,SUB-CATEGORY,1.1.3.2 Root Casue Name,Significant,Norma Simmons,Christopher Mendoza,,FALSE,FALSE,FALSE,FALSE,263-88-0718,3/15/2015,Ryan Mcdonald,Not Started,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,ante ipsum primis in faucibus,Contributing,SE4 Ground Safety Program management inadequate 
AETC,163 RW,163 RW,ANG,Unit 95,Unit 95,UEI,est donec odio,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,3/8/2015,2/16/2015,3/23/2014,2/2/2015,5/13/2015,576,71.136.185.35,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,SE,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,Proposed,SUB-CATEGORY,1.2.1.3 Root Casue Name,Minor,Frank Ward,Annie Miller,,FALSE,FALSE,TRUE,TRUE,291-50-0514,1/10/2015,Frank Webb,In Progress,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,mauris sit amet eros suspendisse accumsan tortor quis,Primary,SE10 Weapons Safety Program management inadequate 
ACC,195 W,144 FW,ANG,Unit 86,Unit 86,UEI,ultrices posuere cubilia curae,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,11/24/2014,8/28/2015,9/7/2014,9/9/2015,9/21/2015,529,20.226.162.16,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",A5,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,Accepted,SUB-CATEGORY,1.3.1.1 Root Casue Name,Significant,Catherine Chapman,Bruce Lopez,,FALSE,TRUE,TRUE,FALSE,486-10-6799,4/23/2015,Russell Kelley,Complete,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,hac habitasse platea dictumst morbi,Primary,SE11 Selected aspects of weapons safety program not effectively implemented 
ACC,129 RQW,146 AMW,ANG,Unit 29,Unit 29,CCIP,quam suspendisse potenti,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,12/13/2013,3/18/2015,5/25/2014,2/15/2015,9/22/2015,480,185.114.246.157,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,A7,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,Proposed,SUB-CATEGORY,1.1.2.3 Root Casue Name,Critcal,Linda James,Brian Thompson,,FALSE,TRUE,FALSE,FALSE,949-16-0504,1/31/2015,Harold Campbell,Complete,faucibus cursus urna ut tellus nulla ut erat id mauris,felis fusce posuere felis sed,Primary,SE12 Weapons Safety Supervisory support inadequate 
